filename,clap_label,clap_confidence,clap_prob_belly_pain,clap_prob_burping,clap_prob_discomfort,clap_prob_hungry,clap_prob_tired
strong_Infantcry_1.wav,belly_pain,0.4343596994876861,0.4343596994876861,0.0268132071942091,0.2049305886030197,0.1431687474250793,0.1907278001308441
strong_Infantcry_10.wav,belly_pain,0.2936498522758484,0.2936498522758484,0.0229190848767757,0.2805201709270477,0.2210098952054977,0.1819009482860565
strong_Infantcry_100.wav,belly_pain,0.5586005449295044,0.5586005449295044,0.0060516763478517,0.1390213519334793,0.1697013080120086,0.126625195145607
strong_Infantcry_101.wav,belly_pain,0.2874174118041992,0.2874174118041992,0.0175916291773319,0.2773196697235107,0.2317516803741455,0.1859196275472641
strong_Infantcry_102.wav,belly_pain,0.3661970794200897,0.3661970794200897,0.0134787019342184,0.211918905377388,0.1496503204107284,0.2587549984455108
strong_Infantcry_103.wav,belly_pain,0.3068796992301941,0.3068796992301941,0.0139231262728571,0.2754380106925964,0.2163133770227432,0.1874457895755767
strong_Infantcry_104.wav,burping,0.2668783068656921,0.2659123837947845,0.2668783068656921,0.134724885225296,0.1151364296674728,0.2173479348421096
strong_Infantcry_105.wav,belly_pain,0.3213451206684112,0.3213451206684112,0.0522745959460735,0.2225929796695709,0.1113245412707328,0.2924626767635345
strong_Infantcry_106.wav,belly_pain,0.4515498578548431,0.4515498578548431,0.0554745756089687,0.1592762470245361,0.1788622289896011,0.154836967587471
strong_Infantcry_107.wav,belly_pain,0.3564850687980652,0.3564850687980652,0.0072312853299081,0.2520361840724945,0.2575269341468811,0.126720517873764
strong_Infantcry_108.wav,tired,0.2828048765659332,0.1808384507894516,0.1363030076026916,0.2474506944417953,0.1526030004024505,0.2828048765659332
strong_Infantcry_109.wav,belly_pain,0.2946901619434356,0.2946901619434356,0.0351486504077911,0.2394792437553405,0.1784034669399261,0.2522784769535064
strong_Infantcry_11.wav,belly_pain,0.4123909771442413,0.4123909771442413,0.0252795480191707,0.2189016789197921,0.2019966393709182,0.1414312422275543
strong_Infantcry_110.wav,belly_pain,0.3600060045719147,0.3600060045719147,0.0075618769042193,0.2047437876462936,0.2323694080114364,0.1953188925981521
strong_Infantcry_111.wav,belly_pain,0.3389841914176941,0.3389841914176941,0.0492451339960098,0.2262567579746246,0.1173132583498954,0.2682006359100342
strong_Infantcry_112.wav,belly_pain,0.4224706292152405,0.4224706292152405,0.0109120998531579,0.2411266267299652,0.1995891630649566,0.1259015500545501
strong_Infantcry_113.wav,discomfort,0.2718328833580017,0.2630313634872436,0.0461697913706302,0.2718328833580017,0.1598382741212844,0.2591277360916137
strong_Infantcry_114.wav,discomfort,0.3263696432113647,0.1868186444044113,0.0214590895920991,0.3263696432113647,0.2371128797531128,0.2282396256923675
strong_Infantcry_115.wav,tired,0.3122508227825165,0.277078777551651,0.0175072159618139,0.2265868037939071,0.1665763258934021,0.3122508227825165
strong_Infantcry_116.wav,belly_pain,0.6171940565109253,0.6171940565109253,0.0151912020519375,0.127914473414421,0.1318154036998748,0.1078848093748092
strong_Infantcry_117.wav,belly_pain,0.2999799847602844,0.2999799847602844,0.0179085191339254,0.2910049557685852,0.2185600996017456,0.1725464016199112
strong_Infantcry_118.wav,belly_pain,0.4392712414264679,0.4392712414264679,0.0240529123693704,0.1967830508947372,0.1851630806922912,0.1547297835350036
strong_Infantcry_119.wav,belly_pain,0.2926594018936157,0.2926594018936157,0.0669760331511497,0.2698558866977691,0.1578194200992584,0.2126891762018203
strong_Infantcry_12.wav,belly_pain,0.4479505717754364,0.4479505717754364,0.0130109405145049,0.2219823449850082,0.1855474114418029,0.131508782505989
strong_Infantcry_120.wav,belly_pain,0.2999401390552521,0.2999401390552521,0.0461500436067581,0.2661301493644714,0.1497854739427566,0.2379942089319229
strong_Infantcry_121.wav,belly_pain,0.3263236284255981,0.3263236284255981,0.0210440605878829,0.2462483644485473,0.2152051776647567,0.1911787837743759
strong_Infantcry_122.wav,belly_pain,0.4158206582069397,0.4158206582069397,0.1053982004523277,0.0794166699051857,0.0608596019446849,0.338504821062088
strong_Infantcry_123.wav,discomfort,0.282451719045639,0.189450979232788,0.1458844393491745,0.282451719045639,0.2164733111858368,0.1657394915819168
strong_Infantcry_124.wav,tired,0.374979168176651,0.1758873611688614,0.1107087209820747,0.2259978801012039,0.1124268248677253,0.374979168176651
strong_Infantcry_125.wav,discomfort,0.3216013312339782,0.210410863161087,0.0357048250734806,0.3216013312339782,0.1885706037282943,0.2437123209238052
strong_Infantcry_126.wav,discomfort,0.308281660079956,0.1953337788581848,0.023658774793148,0.308281660079956,0.2125841379165649,0.2601415812969208
strong_Infantcry_127.wav,belly_pain,0.4632452428340912,0.4632452428340912,0.0920448526740074,0.1177446618676185,0.1100286170840263,0.2169365435838699
strong_Infantcry_128.wav,belly_pain,0.3252796232700348,0.3252796232700348,0.0155142350122332,0.2632149159908294,0.2007042169570922,0.1952870190143585
strong_Infantcry_129.wav,belly_pain,0.320276528596878,0.320276528596878,0.0140558136627078,0.245197594165802,0.1778221279382705,0.2426479607820511
strong_Infantcry_13.wav,tired,0.3338549733161926,0.2037060558795929,0.0168282911181449,0.2597516179084778,0.1858590245246887,0.3338549733161926
